UID,Work Order Num,Timestamp,Type,Department,System,Equipment,Sub-Component,Brief Description of Problem or Work,Detailed Description,Date and Time Occurred,Pictures,Upload File,Severity,Maintenance Section,Reported by,Initial Inspection,Parts Needed,Manpower Requirement,Special Tools,Schedule,Methodology,Inspection Status,Maintenance Inspection Completed,Maintenance Superintendent Approval,Maintenance Superintendent Remarks,Maintenance Superintendent Approval Completed,Parts Needed Checking,Manpower Requirement Checking,Special Tools Checking,Schedule Checking,Planning Remarks,Planning Finished,Required Safety Permits,Remarks,Required PPEs,Safety Permit Identification Completed,Manpower,Upload PTW,Maintenance PTW Completed,Required Safety Permits Checking,Remarks Checking,Required PPEs Checking,Manpower Checking,LOTO Checking,Safety Inspection Completed,Actual Work Done,Actual Parts Used,Photos,Maintenance Remarks,Parameters Remarks,Date and Time Finished,QA QC,QA QC Remarks,File Upload,RCA Upload,QA/QC Finished,Equipment Status,WO Close Out,Operation Closed Out Completed,Current Status,Breakdown Count,Work Request Status,Formula 1,Formula 2,Planning Only,*Planning Remarks,WR Status,Days Delayed,Images
1589a90c,DPTPP-WR-2025-531,7/19/2025 17:14:40,CMS,Operations,Coal Handling System,Belt Conveyor 1A,belt conveyor,belt conveyor misaligned,belt conveyor misaligned,7/19/2025 0:00:00,Work Order Request_Images/1589a90c.Pictures.091721.jpg,,Sustainable,Mechanical,Jomar Tabaque,Inspected,N/A,,N/A,Equipment Shutdown,Work Order Request_Files_/1589a90c.Methodology.020856.pdf,Realignment of rollers.,7/21/2025 10:04:33,TRUE,Conduct alignment of rollers and belt,7/24/2025 16:36:26,TRUE,TRUE,TRUE,TRUE,"Proceed activity, July 19, 2025",,"Permit to Work , Lock Out Tag Out","SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 9:56:50,"Mechanic_C. Ilagan , Mechanic_R.Salomon",Work Order Request_Images/1589a90c.Upload PTW.233504.jpg,7/29/2025 7:28:53,TRUE,TRUE,TRUE,TRUE,TRUE,7/29/2025 14:49:16,inspection and alignment of belt conveyor.,None,Work Order Request_Images/1589a90c.Photos.233504.jpg,Stable belt position.,N/A,7/29/2025 7:29:19,,Implement regular inspection and maintenance of conveyor belt alignment roller condition and tension settings ensure proper loading distribution and promptly address any signs of wear misalignment to prevent operational disruptions,Work Order Request_Files_/1589a90c.File Upload.023806.pdf,,8/1/2025 10:37:46,Operational,Closed,8/5/2025 12:16:25,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 17 days,https://drive.google.com/file/d/18BT7wEaBV6_mSJ3_xb1A1CPOeRttbXGm/view
b5136983,DPTPP-WR-2025-532,7/20/2025 6:18:44,CMS,Operations,Coal Handling System,Vibrating Coal Screen A,Vibrating Coal Screen A,Gap on vibrating screen A,The vibrating screen A has a gap that allow large size coal to enter and causes of clogging on coal feeder,7/19/2025 20:30:00,Work Order Request_Images/b5136983.Pictures.230348.jpg,,Sustainable,Mechanical,Aldrin Amano/ Winston Senining,For repair,Round bar,,Welding machine,Equipment Shutdown,Work Order Request_Files_/b5136983.Methodology.013659.pdf,Rewelding.,7/21/2025 9:32:25,TRUE,Check availability of materials. Conduct rewelding,7/24/2025 16:36:46,TRUE,TRUE,TRUE,TRUE,"For Scheduling, July 21, 2025",,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 10:00:10,"Welder_R. Baldivino , Helper_S. Vicente",Work Order Request_Images/b5136983.Upload PTW.235037.jpg,7/29/2025 7:47:55,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:48:56,inserting and welding of round bar.,Round bar,Work Order Request_Images/b5136983.Photos.235037.jpg,Gap corrected.,N/A,7/29/2025 7:48:37,,Regularly inspect and measure Vibrating screen spacing to ensure compliance with design specifications apply proper torque to fasteners and include vibration checks in routine QAQC protocols to prevent loosening and misalignment,Work Order Request_Files_/b5136983.File Upload.050256.pdf,,8/1/2025 13:02:48,Operational,Closed,8/5/2025 12:15:35,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 16 days,https://drive.google.com/file/d/1qZtRvytBwD6IlBJuhbgCsWEVXUBtUWbw/view
bf54737e,DPTPP-WR-2025-533,7/20/2025 9:08:51,CMS,Operations,Miscellaneous,,Crusher in the Laboratory,Malfunction of Crusher in the Laboratory,Crusher in the laboratory is not operational,7/20/2025 0:00:00,Work Order Request_Images/bf54737e.Pictures.011356.jpg,,Breakdown,I&C,Kelvin O. Espiñe,For close-out,N,,N,Non-Shutdown,Work Order Request_Files_/bf54737e.Methodology.032703.pdf,Done troubleshooting,7/21/2025 11:32:22,TRUE,Proceed with inspection and repair,7/24/2025 22:52:30,TRUE,TRUE,TRUE,TRUE,"Done troubleshoting, July 20, 2025",,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 10:02:05,"I&C Tech._A. Silang , I&C Tech._C.Salcedo , I&C Tech._G.Laureano",Work Order Request_Images/bf54737e.Upload PTW.032343.jpg,7/28/2025 11:22:45,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:48:49,Realign limit switch,N,Work Order Request_Images/bf54737e.Photos.032343.jpg,Safety switch realignment,Normal,7/28/2025 11:23:02,,See manufacturer's manual to review PMS procedure and schedule,Work Order Request_Files_/bf54737e.File Upload.050527.pdf,,8/12/2025 13:05:22,Operational,Closed,8/13/2025 12:24:47,0,1,Closed,Closed,Closed,Closed,Done,Done,Repaired in 24 days,https://drive.google.com/file/d/1onkITYv2tf1KlHOsgXVcMmedWWBjR_eP/view
c6b2c708,DPTPP-WR-2025-534,7/20/2025 9:12:54,CMS,Operations,Seawater Intake and Drainage System,Sea Water Intake Pump A,Sea water intake Pipe,Check for the presence of barnacles in the seawater intake pipe,Check for the presence of barnacles in the seawater intake pipe,7/20/2025 0:00:00,Work Order Request_Images/c6b2c708.Pictures.011749.jpg,,Sustainable,Mechanical,Y. Lahan,For Inspection,"Foot valve, screen",,Drain Auger.,Equipment Shutdown,Work Order Request_Files_/c6b2c708.Methodology.004731.pdf,No Union patente cannot separate and pullout pipeline.,7/31/2025 8:44:19,TRUE,CHeck for possible means to dismantle pipe. CHeck specifications of pipe for requisition and possible replacement,7/31/2025 19:44:39,,,,,To be done during 2026 PMS,,,,,,"Mechanic_F.Esmenda , Mechanic_R.Salomon , Mechanic_R. Parcon , Mechanic_R. Botavara , Mechanic_C. Ilagan , Mechanic_M.Manzano , Helper_C. Romero , Helper_S. Vicente",,,,,,,,,,,,,,,,,,,,,,,1,0,Planning,Operations,Planning,,To be done during 2026 PMS,Pending,Pending for 36 days,https://drive.google.com/file/d/1Wq3oTeB6nfoTc3EgBmFJg0B3ccxLTBn1/view
ca00540a,DPTPP-WR-2025-535,7/20/2025 9:17:13,CMS,Operations,Water Treatment System,Clarifier,Sludge discharge valve A,Clogged discharge valve,Clogged discharge valve,7/20/2025 0:00:00,Work Order Request_Images/ca00540a.Pictures.012440.jpg,,Sustainable,Mechanical,Y. Lahan,Done cleaning,N/A,,N/A,Equipment Shutdown,Work Order Request_Files_/ca00540a.Methodology.053325.pdf,Done declogging.,7/21/2025 13:28:50,TRUE,Conduct cleaning and replacement if needed,7/24/2025 22:53:11,TRUE,TRUE,TRUE,TRUE,"Proceed activity. Declogging done on July 20, 2025",7/26/2025 23:11:26,"Permit to Work , Lock Out Tag Out","SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 10:04:04,"Mechanic_R.Salomon , Mechanic_C. Ilagan",Work Order Request_Images/ca00540a.Upload PTW.232749.jpg,7/29/2025 7:26:45,TRUE,TRUE,TRUE,TRUE,TRUE,7/29/2025 14:48:41,De-clogging of valve and pipeline.,None,Work Order Request_Images/ca00540a.Photos.232748.jpg,Equipment operational.,N/A,7/29/2025 7:27:09,,Ensure discharge valves are inspected and cleaned at defined intervals as per maintenance schedule use proper flushing techniques and document all activities to maintain system reliability and compliance with operational standards,Work Order Request_Files_/ca00540a.File Upload.064840.pdf,,8/1/2025 14:48:33,Operational,Closed,8/5/2025 12:13:22,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 16 days,https://drive.google.com/file/d/1Uqy5CwEFUT9iuKMsRs1j43N1g_7FBT9v/view
88df91d9,DPTPP-WR-2025-536,7/21/2025 17:09:10,CMS,Operations,Coal Pipe System,Coal Feeder C,feed coal pipe 3 temperature,Bad signal,"the temperature reading from coal feeder C is constant/fixed value, not reflecting the actual operating conditions.",7/21/2025 0:00:00,Work Order Request_Images/88df91d9.Pictures.091436.jpg,,Sustainable,I&C,kael/factor,Inspected,RTD with thermowell x1,,N,Non-Shutdown,Work Order Request_Files_/88df91d9.Methodology.092808.pdf,Inspection completed,7/21/2025 17:28:06,TRUE,Replace Temperature Sensor if damaged,7/24/2025 22:53:34,TRUE,TRUE,TRUE,TRUE,Done parts replacement,7/26/2025 23:11:54,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 10:04:52,"I&C Tech._A. Silang , I&C Tech._C.Salcedo , I&C Tech._G.Laureano , I&C Engr._R. Capuno",Work Order Request_Images/88df91d9.Upload PTW.033020.jpg,7/28/2025 11:26:48,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:48:32,Install new RTD element with modified thermowell,RTD with thermowell x1,Work Order Request_Images/88df91d9.Photos.033019.jpg,Sensor installed and functional,Normal,7/28/2025 11:29:05,,Continue PMS of RTD according to manufacturer's recommendation and replace if needed,Work Order Request_Files_/88df91d9.File Upload.080714.pdf,,8/1/2025 16:07:48,Operational,Closed,8/5/2025 12:11:18,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 15 days,https://drive.google.com/file/d/1IxS03JH27tkyPtCM2H71Gb-0G5WVLxL8/view
aef10271,DPTPP-WR-2025-537,7/22/2025 9:51:46,CMS,Operations,Water Treatment Control System,,MMF Control Box,Air leak at air regulator,Air leak at air regulator in MMF control box,7/22/2025 0:00:00,Work Order Request_Images/aef10271.Pictures.015840.jpg,,Sustainable,I&C,Kelvin Espine,Inspected,AIRTAC AL2000,,None,Non-Shutdown,Work Order Request_Files_/aef10271.Methodology.001704.pdf,Done,7/23/2025 8:10:55,TRUE,Conduct Inspection and Repair as needed,7/24/2025 22:54:04,TRUE,TRUE,TRUE,TRUE,"Done replacement of air regulator, July 22, 2025",,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS SECURE",7/28/2025 10:05:25,"I&C Tech._A. Silang , I&C Tech._C.Salcedo , I&C Tech._G.Laureano , I&C Engr._R. Capuno",Work Order Request_Images/aef10271.Upload PTW.034028.jpg,7/28/2025 11:38:37,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:48:23,Replace air regulator - damage cannot be repaired,air regulator x1,Work Order Request_Images/aef10271.Photos.034028.jpg,Done replacement,Normal,7/28/2025 11:39:51,,Ensure to have spare of air regulator and lubricator for immediate replacement if needed,Work Order Request_Files_/aef10271.File Upload.113312.pdf,,8/1/2025 19:33:49,Operational,Closed,8/5/2025 12:06:54,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 14 days,https://drive.google.com/file/d/1jps1rq9YPGjuMnS6_t7uDJ4yr2eJg2V7/view
130688c2,DPTPP-WR-2025-538,7/22/2025 12:45:21,CMS,Operations,Heavy Equipment,Loader 2,Loader 2,high temperature alarm,During Operation loader 2  alarm high temperature due to radiator was contaminated of debris should be cleaned to ensure the optimal performance of the equipment and if possible kindly inspection the heavy equipment regularly,7/22/2025 10:00:00,Work Order Request_Images/130688c2.Pictures.052418.jpg,,Sustainable,Mechanical,R.Tipsay/J.Factor,For close-out,Fuel Filter,,Power spray,Equipment Shutdown,Work Order Request_Files_/130688c2.Methodology.015309.pdf,"Overheating of engine cause by dust accumulated in radiator, visible fuel leaking in the filter found.",7/23/2025 9:48:40,TRUE,Conduct cleaning of radiator,7/24/2025 22:54:36,TRUE,TRUE,TRUE,TRUE,Done activity,7/26/2025 23:12:34,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 10:11:02,"Mechanic_R. Botavara , Mechanic_M.Manzano , Helper_C. Romero",Work Order Request_Images/130688c2.Upload PTW.235557.jpg,7/29/2025 7:54:57,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:48:16,"Cleaning of radiator, air cleaner and replacement of damaged fuel filter.",Fuel filter,Work Order Request_Images/130688c2.Photos.235557.jpg,Equipment operational.,N/A,7/29/2025 7:55:18,,Regularly inspect and clean radiators as part of preventive maintenance monitor coolant levels and temperatures during operation and install debris shields if needed to prevent clogging and overheating,,,7/31/2025 14:50:40,Operational,Closed,8/5/2025 12:19:16,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 14 days,https://drive.google.com/file/d/1P_zHTCrfHEfWBDRnSs2k_YDLZktWqSvx/view
9c9d2e5d,DPTPP-WR-2025-539,7/22/2025 14:20:50,CMS,Operations,Heavy Equipment,Loader 1,Hydraulic oil,Hydraulic oil  low level,During inspection of equipment observed by heavy equipment operator that the hydraulic oil was low level.,7/22/2025 0:00:00,Work Order Request_Images/9c9d2e5d.Pictures.063140.jpg,,Sustainable,Mechanical,R.Tipsay/J.Factor,For close-out,Hydraulic Oil 68,,N/A,Equipment Shutdown,Work Order Request_Files_/9c9d2e5d.Methodology.015951.pdf,"Low level of oil, top-up completed.",7/23/2025 9:55:22,TRUE,Conduct Oil Top Up,7/24/2025 22:55:49,TRUE,TRUE,TRUE,TRUE,Top up completed,7/26/2025 23:12:53,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 10:11:37,Mechanic_R. Botavara,Work Order Request_Images/9c9d2e5d.Upload PTW.235809.jpg,7/29/2025 7:56:09,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:48:09,Inspection of equipment and top-up of hydraulic oil.,Hydraulic oil.,Work Order Request_Images/9c9d2e5d.Photos.235808.jpg,Hydraulic oil at normal level.,N/A,7/29/2025 7:56:29,,"Ensure hydraulic oil is refilled using the correct grade specified by the manufacturer,  inspect for leaks before and after refilling maintain oil level within the recommended range and include regular fluid level checks and filter inspections in the preventive maintenance schedule",,,8/1/2025 15:56:11,Operational,Closed,8/5/2025 12:08:03,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 14 days,https://drive.google.com/file/d/1JLHf6ujT11NGzNSdfnIbKVuCrXiJ6NcZ/view
31bd89d6,DPTPP-WR-2025-539,7/22/2025 14:19:23,CMS,Operations,Continuous Emission Monitoring System,,Analyzer,SO2 reading stuck or frozen,"SO2 reading is not changing, alarm of HUMIDITY ABNORMAL and  FLOW TOO LOW DURING MEASURING",7/21/2025 18:00:00,Work Order Request_Images/31bd89d6.Pictures.063311.jpg,,Sustainable,I&C,J.Factor,Inspected,N/A,,None,Non-Shutdown,Work Order Request_Files_/31bd89d6.Methodology.224806.pdf,Troubleshooting Done,7/25/2025 6:43:31,TRUE,Proceed with further inspection,7/26/2025 23:23:55,TRUE,TRUE,FALSE,TRUE,"Done troubleshooting, equipment functional, July 22, 2025",,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 10:12:04,"I&C Engr._R. Capuno , I&C Tech._A. Silang , I&C Tech._C.Salcedo , I&C Tech._G.Laureano",Work Order Request_Images/31bd89d6.Upload PTW.034634.jpg,7/28/2025 11:44:37,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:48:00,Troubleshooting of high humidity alarma and servicing of filter and sampling lines,N,Work Order Request_Images/31bd89d6.Photos.034634.jpg,High humidity issue addressed,Normal,7/28/2025 11:45:06,,"Frequent visual inspection of sampling vessel and hose to maintain proper operation of the silica analyzer, perform cleaning if needed",Work Order Request_Files_/31bd89d6.File Upload.104600.pdf,,8/1/2025 18:46:29,Operational,Closed,8/5/2025 12:08:34,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 14 days,https://drive.google.com/file/d/1TNo5wAmrSCDxQHviaD1phyhBikjLGczX/view
d423bedb,DPTPP-WR-2025-541,7/22/2025 16:26:30,CMS,Operations,Feedwater System,Boiler Feedwater Pump A,Electric Motor Fan,High Vibration,"During toolbox meeting, it was agreed to replace metal fan with plastic fan motor. The original design indicated the use of plastic cooling fan, however during motor servicing  the supplier had install a metal fan instead.",7/22/2025 0:00:00,Work Order Request_Images/d423bedb.Pictures.085056.jpg,,Sustainable,Electrical,J.Factor,For Replacement,Motor Cooling Fan.,,Puller,Equipment Shutdown,Work Order Request_Files_/d423bedb.Methodology.005417.pdf,High vibration.,7/31/2025 8:53:57,TRUE,Replace Motor Fan and Insocoat Bearing. Realign.,7/31/2025 19:37:14,FALSE,FALSE,FALSE,TRUE,"Subject For Replacement of Fan Motor coordinated with PLD H.O under PR009319 for routing August 18,2025",,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",8/12/2025 8:59:16,"Mechanic_F.Esmenda , Mechanic_R.Salomon , Mechanic_R. Parcon",,,,,,,,,,,,,,,,,,,,,,,1,0,Maintenance,Operations,Maintenance,,"Subject For Replacement of Fan Motor coordinated with PLD H.O under PR009319 for routing August 18,2025",Pending,Pending for 34 days,https://drive.google.com/file/d/1nQTv-6bJioas4xxHf8BCqKQq9RQPFdyp/view
24ea5bfa,DPTPP-WR-2025-542,7/22/2025 16:49:57,CMS,Operations,Feedwater System,Boiler Feedwater Pump B,Electric Motor Fan,High Vibration,"During toolbox meeting, it was agreed to replace metal fan with plastic fan motor. The original design indicated the use of plastic cooling fan, however during motor servicing  the supplier had install a metal fan instead.",7/22/2025 0:00:00,Work Order Request_Images/24ea5bfa.Pictures.085216.jpg,,Sustainable,Electrical,J.Factor,For Replacement,Motor Cooling Fan,,Puller,Equipment Shutdown,Work Order Request_Files_/24ea5bfa.Methodology.005611.pdf,High vibration.,7/31/2025 8:55:54,TRUE,Replace Motor Fan and Insocoat Bearing. Realign.,7/31/2025 19:37:36,FALSE,FALSE,FALSE,TRUE,"Subject For Replacement of Fan Motor coordinated with PLD H.O under PR009319 for routing August 18,2025",,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",8/12/2025 8:59:31,"Mechanic_R.Salomon , Mechanic_R. Parcon , Mechanic_F.Esmenda , Mechanic_R. Botavara , Mechanic_C. Ilagan",,,,,,,,,,,,,,,,,,,,,,,1,0,Maintenance,Operations,Maintenance,,"Subject For Replacement of Fan Motor coordinated with PLD H.O under PR009319 for routing August 18,2025",Pending,Pending for 34 days,https://drive.google.com/file/d/1QsIZJRmRqWNIPS436gjV-UeoyFH8fahk/view
840da790,DPTPP-WR-2025-543,7/22/2025 22:09:01,CMS,Operations,Limestone Handling System,Limestone Hopper,Limestone Hopper,Damaged limestone hopper,During limestone loading it was found that the welding on one corner of the limestone hopper corner has been damaged probably due to corrosion.,7/22/2025 22:12:00,Work Order Request_Images/840da790.Pictures.141324.jpg,,Sustainable,Mechanical,Joy Magada / Ferdinand A. Bona,For repair,Angle bar,,Welding machine,Equipment Shutdown,Work Order Request_Files_/840da790.Methodology.234148.pdf,Rewelding.,7/23/2025 7:35:55,TRUE,Conduct inspection and rewelding of damaged part,7/24/2025 22:56:12,TRUE,TRUE,TRUE,TRUE,"Done activity, July 23, 2025",7/26/2025 23:13:14,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 10:12:47,"Welder_R. Sotito , Welder_R. Baldivino , Helper_C. Romero",Work Order Request_Images/840da790.Upload PTW.054042.jpg,7/30/2025 13:38:49,TRUE,TRUE,TRUE,TRUE,TRUE,7/30/2025 17:02:20,Rewelding.,None,Work Order Request_Images/840da790.Photos.054041.jpg,Repaired.,N/A,7/30/2025 13:39:19,,Ensure proper welding practices are followed inspect the repair area for quality and alignment and keep records of all maintenance and inspections,Work Order Request_Files_/840da790.File Upload.084347.pdf,,8/1/2025 16:41:25,Operational,Closed,8/5/2025 12:09:36,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 14 days,https://drive.google.com/file/d/1XCkGGVW_KZcQ4iO8902wrJ7xXQ65ySsH/view
815471f0,DPTPP-WR-2025-544,7/23/2025 8:05:22,CMS,Operations,Limestone Handling System,Daily Limestone Dust Collector,Breaker,Breaker keeps tripping during start up,At 2325h we stopped the limestone feeder because the daily silo is empty. At 0145h we started the limestone feeder and discovered that the breaker of the daily limestone dust collector keeps on tripping when started.,7/23/2025 1:45:00,Work Order Request_Images/815471f0.Pictures.001616.jpg,,Sustainable,Electrical,John Paul Aque / Ferdinand A. Bona,Inspected,None,,Insulation Resistance tester,Equipment Shutdown,Work Order Request_Files_/815471f0.Methodology.064654.xlsx,Inspected (Motor for rewinding),7/24/2025 14:47:21,TRUE,Inspect the cause of tripping. Repair as needed,7/24/2025 22:56:42,TRUE,TRUE,TRUE,TRUE,"For Scheduling August 6,2025 to install a Motor of Daily Limestone Dust Collector",,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",8/1/2025 7:41:52,"Electrician_Y. Santos , Electrician_J. Simaurio , Electrician_A. Fabrigas , Electrical 2",,,,,,,,,,,,,,,,,,,,,,,0,0,Maintenance,Operations,Maintenance,Closed,Done,Done,Pending for 33 days,https://drive.google.com/file/d/1RsvqTgAd7QhMjPcgPefsMhuuZODJcd8p/view
5266d860,DPTPP-WR-2025-545,7/23/2025 8:15:33,CMS,Operations,Heavy Equipment,Dump Truck MDT-78,Door,Door at driver side won't open,The heavy equipment operator conducted routine inspection of all heavy equipment before turn over and discovered that the door at the driver side of DT 78 won't open.,7/23/2025 7:00:00,Work Order Request_Images/5266d860.Pictures.002112.jpg,,Sustainable,Mechanical,Jerson Santos / Ferdinand A. Bona,For close-out,N/A,,N/A,Equipment Shutdown,Work Order Request_Files_/5266d860.Methodology.002523.pdf,Dirty door lock.,7/24/2025 8:20:51,TRUE,Conduct repair of door,7/24/2025 22:57:13,TRUE,TRUE,TRUE,TRUE,"Done July 23, 2025",,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 10:14:03,"Mechanic_C. Ilagan , Mechanic_R. Botavara",Work Order Request_Images/5266d860.Upload PTW.231832.jpg,7/29/2025 7:16:37,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:47:51,Cleaning and lubrication of door lock.,None,Work Order Request_Images/5266d860.Photos.231832.jpg,Equipment operational.,N/A,7/29/2025 7:17:22,,"Include door latch and hinge checks in routine inspections, lubricate during preventive maintenance and  mechanical issues to ensure safety and readiness",,,7/31/2025 14:47:05,Operational,Closed,8/5/2025 12:19:33,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 13 days,https://drive.google.com/file/d/1RWh-f2RTP9usxrcIhm0h0AE73ROdC0fb/view
